Invoice_id,Branch,City,Category,Unit_price,Quantity,Date,Time,Payment_method,Rating,Profit_margin,Total_sales,Profit,Day,Month,Year
2351,WALM043,Baytown,Home and lifestyle,77.0,1.0,2022-08-01,21:40:00,Ewallet,7.0,0.48,77.0,36.96,1,8,2022
2352,WALM026,Denton,Fashion accessories,43.0,1.0,2023-10-28,8:29:00,Ewallet,5.0,0.48,43.0,20.64,28,10,2023
2353,WALM008,Corpus Christi,Home and lifestyle,83.0,2.0,2020-04-24,13:15:00,Ewallet,9.0,0.48,166.0,79.67999999999999,24,4,2020
2354,WALM080,Nacogdoches,Fashion accessories,77.0,3.0,2022-05-14,13:41:00,Ewallet,9.0,0.33,231.0,76.23,14,5,2022
2355,WALM008,Corpus Christi,Home and lifestyle,63.0,3.0,2023-06-19,12:10:00,Ewallet,7.0,0.48,189.0,90.72,19,6,2023
2356,WALM093,Angleton,Fashion accessories,83.0,1.0,2022-01-18,7:52:00,Ewallet,7.0,0.33,83.0,27.39,18,1,2022
2357,WALM019,Pasadena,Home and lifestyle,43.0,1.0,2021-03-04,20:52:00,Ewallet,6.0,0.48,43.0,20.64,4,3,2021
2358,WALM057,Euless,Fashion accessories,30.0,1.0,2021-05-31,12:06:00,Ewallet,4.0,0.33,30.0,9.9,31,5,2021
2359,WALM027,Abilene,Home and lifestyle,67.0,3.0,2023-11-12,18:55:00,Ewallet,4.0,0.48,201.0,96.47999999999999,12,11,2023
2360,WALM036,Allen,Fashion accessories,68.0,2.0,2020-06-02,20:23:00,Ewallet,7.0,0.48,136.0,65.28,2,6,2020
2361,WALM076,Huntsville,Home and lifestyle,23.0,2.0,2020-10-23,21:52:00,Ewallet,9.0,0.33,46.0,15.180000000000001,23,10,2020
2362,WALM011,Lubbock,Fashion accessories,23.0,3.0,2022-08-25,16:21:00,Ewallet,7.0,0.48,69.0,33.12,25,8,2022
2363,WALM040,Edinburg,Home and lifestyle,25.0,1.0,2023-04-18,10:06:00,Ewallet,4.0,0.48,25.0,12.0,18,4,2023
2364,WALM007,Arlington,Fashion accessories,26.0,3.0,2022-02-28,18:46:00,Ewallet,9.0,0.48,78.0,37.44,28,2,2022
2365,WALM005,Fort Worth,Home and lifestyle,73.0,1.0,2021-12-05,20:24:00,Ewallet,9.0,0.48,73.0,35.04,5,12,2021
2366,WALM044,Pharr,Fashion accessories,23.0,2.0,2021-02-07,16:48:00,Ewallet,8.0,0.48,46.0,22.08,7,2,2021
2367,WALM021,McAllen,Home and lifestyle,82.0,3.0,2021-02-23,9:33:00,Ewallet,4.0,0.48,246.0,118.08,23,2,2021
2368,WALM063,Georgetown,Fashion accessories,34.0,1.0,2022-06-09,18:09:00,Ewallet,9.0,0.33,34.0,11.22,9,6,2022
2369,WALM076,Huntsville,Home and lifestyle,53.0,1.0,2023-08-30,15:39:00,Ewallet,7.0,0.33,53.0,17.490000000000002,30,8,2023
2370,WALM020,Killeen,Fashion accessories,40.0,3.0,2020-07-06,21:25:00,Ewallet,5.0,0.48,120.0,57.599999999999994,6,7,2020
2371,WALM005,Fort Worth,Home and lifestyle,57.0,1.0,2023-06-28,12:39:00,Ewallet,7.0,0.48,57.0,27.36,28,6,2023
2372,WALM019,Pasadena,Fashion accessories,23.0,2.0,2023-11-05,21:18:00,Ewallet,5.0,0.48,46.0,22.08,5,11,2023
2373,WALM051,New Braunfels,Home and lifestyle,36.0,2.0,2020-07-17,13:25:00,Ewallet,9.0,0.48,72.0,34.56,17,7,2020
2374,WALM023,Midland,Fashion accessories,41.0,2.0,2022-05-14,18:09:00,Ewallet,6.0,0.48,82.0,39.36,14,5,2022
2375,WALM006,El Paso,Home and lifestyle,26.0,1.0,2022-01-12,11:06:00,Ewallet,5.0,0.48,26.0,12.48,12,1,2022
2376,WALM002,Dallas,Fashion accessories,57.0,1.0,2022-06-14,18:12:00,Ewallet,4.0,0.36,57.0,20.52,14,6,2022
2377,WALM081,Friendswood,Home and lifestyle,38.0,2.0,2021-04-19,17:04:00,Ewallet,9.0,0.33,76.0,25.080000000000002,19,4,2021
2378,WALM070,Hurst,Fashion accessories,44.0,1.0,2020-05-26,14:53:00,Ewallet,4.0,0.33,44.0,14.520000000000001,26,5,2020
2379,WALM006,El Paso,Home and lifestyle,54.0,1.0,2023-11-29,15:53:00,Ewallet,7.0,0.48,54.0,25.919999999999998,29,11,2023
2380,WALM033,Pearland,Fashion accessories,46.0,1.0,2020-09-19,7:12:00,Ewallet,5.0,0.48,46.0,22.08,19,9,2020
2381,WALM079,La Porte,Home and lifestyle,54.0,1.0,2022-01-13,9:36:00,Ewallet,4.0,0.33,54.0,17.82,13,1,2022
2382,WALM007,Arlington,Fashion accessories,24.0,1.0,2020-08-12,16:56:00,Ewallet,6.0,0.48,24.0,11.52,12,8,2020
2383,WALM059,Pflugerville,Home and lifestyle,53.0,2.0,2022-04-26,16:40:00,Ewallet,9.0,0.33,106.0,34.980000000000004,26,4,2022
2384,WALM010,Laredo,Fashion accessories,64.0,3.0,2020-08-13,12:57:00,Ewallet,9.0,0.48,192.0,92.16,13,8,2020
2385,WALM098,Mineral Wells,Home and lifestyle,75.0,1.0,2022-02-14,11:20:00,Ewallet,6.0,0.18,75.0,13.5,14,2,2022
2386,WALM079,La Porte,Fashion accessories,43.0,3.0,2023-04-25,8:01:00,Ewallet,9.0,0.33,129.0,42.57,25,4,2023
2387,WALM052,Mansfield,Home and lifestyle,68.0,3.0,2021-06-03,11:24:00,Ewallet,9.0,0.57,204.0,116.27999999999999,3,6,2021
2388,WALM052,Mansfield,Fashion accessories,80.0,1.0,2021-04-25,6:33:00,Ewallet,4.0,0.57,80.0,45.599999999999994,25,4,2021
2389,WALM088,Cleburne,Home and lifestyle,17.0,3.0,2021-05-03,8:12:00,Ewallet,9.0,0.33,51.0,16.830000000000002,3,5,2021
2390,WALM070,Hurst,Fashion accessories,29.0,1.0,2023-05-14,9:17:00,Ewallet,5.0,0.33,29.0,9.57,14,5,2023
2391,WALM071,Lufkin,Home and lifestyle,45.0,1.0,2022-07-28,14:41:00,Ewallet,8.0,0.33,45.0,14.850000000000001,28,7,2022
2392,WALM052,Mansfield,Fashion accessories,67.0,1.0,2020-11-26,9:08:00,Ewallet,7.0,0.57,67.0,38.19,26,11,2020
2393,WALM066,Grapevine,Home and lifestyle,62.0,3.0,2021-06-23,15:46:00,Ewallet,8.0,0.33,186.0,61.38,23,6,2021
2394,WALM036,Allen,Fashion accessories,26.0,2.0,2022-03-01,7:23:00,Ewallet,8.0,0.48,52.0,24.96,1,3,2022
2395,WALM031,Lewisville,Home and lifestyle,28.0,3.0,2022-04-22,13:05:00,Ewallet,7.0,0.48,84.0,40.32,22,4,2022
2396,WALM052,Mansfield,Fashion accessories,84.0,1.0,2021-12-19,11:11:00,Ewallet,7.0,0.57,84.0,47.879999999999995,19,12,2021
2397,WALM100,Canyon,Home and lifestyle,36.0,1.0,2021-08-16,18:00:00,Ewallet,6.0,0.18,36.0,6.4799999999999995,16,8,2021
2398,WALM078,Del Rio,Fashion accessories,57.0,1.0,2021-09-05,14:47:00,Ewallet,4.0,0.33,57.0,18.810000000000002,5,9,2021
2399,WALM013,Irving,Home and lifestyle,49.0,3.0,2020-02-03,17:31:00,Ewallet,6.0,0.48,147.0,70.56,3,2,2020
2400,WALM020,Killeen,Fashion accessories,61.0,1.0,2020-01-17,8:49:00,Ewallet,4.0,0.48,61.0,29.279999999999998,17,1,2020
2401,WALM071,Lufkin,Home and lifestyle,65.0,1.0,2022-09-22,13:45:00,Ewallet,6.0,0.33,65.0,21.45,22,9,2022
2402,WALM060,DeSoto,Fashion accessories,73.0,3.0,2023-10-20,7:40:00,Ewallet,7.0,0.33,219.0,72.27000000000001,20,10,2023
2403,WALM047,Flower Mound,Home and lifestyle,38.0,1.0,2023-05-12,10:47:00,Ewallet,9.0,0.48,38.0,18.24,12,5,2023
2404,WALM092,Lake Jackson,Fashion accessories,85.0,2.0,2021-02-12,7:09:00,Ewallet,5.0,0.33,170.0,56.1,12,2,2021
2405,WALM098,Mineral Wells,Home and lifestyle,74.0,3.0,2021-07-01,14:53:00,Ewallet,5.0,0.18,222.0,39.96,1,7,2021
2406,WALM013,Irving,Fashion accessories,16.0,1.0,2020-11-14,12:08:00,Ewallet,6.0,0.48,16.0,7.68,14,11,2020
2407,WALM023,Midland,Home and lifestyle,17.0,2.0,2021-02-06,20:13:00,Ewallet,4.0,0.48,34.0,16.32,6,2,2021
2408,WALM004,Austin,Fashion accessories,33.0,2.0,2021-04-04,7:10:00,Ewallet,8.0,0.48,66.0,31.68,4,4,2021
2409,WALM077,Coppell,Home and lifestyle,47.0,1.0,2023-04-22,14:21:00,Ewallet,6.0,0.33,47.0,15.510000000000002,22,4,2023
2410,WALM047,Flower Mound,Fashion accessories,29.0,3.0,2022-05-29,19:46:00,Ewallet,5.0,0.48,87.0,41.76,29,5,2022
2411,WALM080,Nacogdoches,Home and lifestyle,68.0,1.0,2021-07-26,20:15:00,Ewallet,6.0,0.33,68.0,22.44,26,7,2021
2412,WALM013,Irving,Fashion accessories,32.0,3.0,2023-05-26,8:57:00,Ewallet,5.0,0.48,96.0,46.08,26,5,2023
2413,WALM037,League City,Home and lifestyle,38.0,3.0,2021-04-22,15:36:00,Ewallet,9.0,0.48,114.0,54.72,22,4,2021
2414,WALM095,Big Spring,Fashion accessories,82.0,3.0,2023-02-06,14:47:00,Ewallet,5.0,0.33,246.0,81.18,6,2,2023
2415,WALM028,Odessa,Home and lifestyle,15.0,1.0,2022-01-21,18:59:00,Ewallet,4.0,0.48,15.0,7.199999999999999,21,1,2022
2416,WALM014,Amarillo,Fashion accessories,28.0,3.0,2022-06-27,11:04:00,Ewallet,8.0,0.48,84.0,40.32,27,6,2022
2417,WALM022,Mesquite,Home and lifestyle,70.0,2.0,2022-09-27,21:21:00,Ewallet,9.0,0.48,140.0,67.2,27,9,2022
2418,WALM027,Abilene,Fashion accessories,71.0,3.0,2023-05-20,18:31:00,Ewallet,8.0,0.48,213.0,102.24,20,5,2023
2419,WALM064,Bedford,Home and lifestyle,82.0,2.0,2021-08-07,8:39:00,Ewallet,4.0,0.33,164.0,54.120000000000005,7,8,2021
2420,WALM052,Mansfield,Fashion accessories,75.0,3.0,2021-02-16,22:00:00,Ewallet,6.0,0.57,225.0,128.25,16,2,2021
2421,WALM083,Farmers Branch,Home and lifestyle,71.0,3.0,2020-02-19,9:03:00,Ewallet,8.0,0.33,213.0,70.29,19,2,2020
2422,WALM088,Cleburne,Fashion accessories,35.0,1.0,2023-01-28,17:43:00,Ewallet,8.0,0.33,35.0,11.55,28,1,2023
2423,WALM077,Coppell,Home and lifestyle,22.0,2.0,2022-10-24,11:52:00,Ewallet,6.0,0.33,44.0,14.520000000000001,24,10,2022
2424,WALM062,Galveston,Fashion accessories,70.0,1.0,2023-01-20,9:02:00,Ewallet,4.0,0.33,70.0,23.1,20,1,2023
2425,WALM010,Laredo,Home and lifestyle,62.0,2.0,2023-08-20,14:19:00,Ewallet,8.0,0.48,124.0,59.519999999999996,20,8,2023
2426,WALM085,Kerrville,Fashion accessories,18.0,1.0,2021-09-07,13:17:00,Ewallet,8.0,0.33,18.0,5.94,7,9,2021
2427,WALM027,Abilene,Home and lifestyle,27.0,2.0,2022-05-30,18:27:00,Ewallet,9.0,0.48,54.0,25.919999999999998,30,5,2022
2428,WALM034,College Station,Fashion accessories,82.0,1.0,2022-07-09,22:43:00,Ewallet,4.0,0.48,82.0,39.36,9,7,2022
2429,WALM015,Grand Prairie,Home and lifestyle,77.0,2.0,2023-05-13,22:55:00,Ewallet,9.0,0.48,154.0,73.92,13,5,2023
2430,WALM028,Odessa,Fashion accessories,31.0,2.0,2020-03-14,19:28:00,Ewallet,4.0,0.48,62.0,29.759999999999998,14,3,2020
2431,WALM017,McKinney,Home and lifestyle,84.0,2.0,2023-05-18,14:47:00,Ewallet,9.0,0.48,168.0,80.64,18,5,2023
2432,WALM052,Mansfield,Fashion accessories,39.0,2.0,2020-04-15,10:50:00,Ewallet,9.0,0.57,78.0,44.459999999999994,15,4,2020
2433,WALM083,Farmers Branch,Home and lifestyle,64.0,1.0,2023-08-16,22:47:00,Ewallet,5.0,0.33,64.0,21.12,16,8,2023
2434,WALM096,Eagle Pass,Fashion accessories,65.0,3.0,2023-05-29,11:54:00,Ewallet,4.0,0.18,195.0,35.1,29,5,2023
2435,WALM036,Allen,Home and lifestyle,73.0,1.0,2023-05-09,7:07:00,Ewallet,4.0,0.48,73.0,35.04,9,5,2023
2436,WALM064,Bedford,Fashion accessories,17.0,1.0,2022-12-04,11:53:00,Ewallet,4.0,0.33,17.0,5.61,4,12,2022
2437,WALM039,Longview,Home and lifestyle,37.0,1.0,2023-01-10,11:43:00,Ewallet,8.0,0.48,37.0,17.759999999999998,10,1,2023
2438,WALM097,Alice,Fashion accessories,65.0,3.0,2021-04-18,10:57:00,Ewallet,9.0,0.18,195.0,35.1,18,4,2021
2439,WALM047,Flower Mound,Home and lifestyle,67.0,2.0,2023-04-24,20:46:00,Ewallet,5.0,0.48,134.0,64.32,24,4,2023
2440,WALM036,Allen,Fashion accessories,21.0,2.0,2023-10-03,19:48:00,Ewallet,5.0,0.48,42.0,20.16,3,10,2023
2441,WALM071,Lufkin,Home and lifestyle,25.0,1.0,2022-08-10,16:27:00,Ewallet,9.0,0.33,25.0,8.25,10,8,2022
2442,WALM039,Longview,Fashion accessories,17.0,3.0,2021-01-08,12:00:00,Ewallet,7.0,0.48,51.0,24.48,8,1,2021
2443,WALM022,Mesquite,Home and lifestyle,81.0,1.0,2020-11-10,8:20:00,Ewallet,8.0,0.48,81.0,38.879999999999995,10,11,2020
2444,WALM005,Fort Worth,Fashion accessories,62.0,2.0,2021-07-05,8:21:00,Ewallet,9.0,0.48,124.0,59.519999999999996,5,7,2021
2445,WALM027,Abilene,Home and lifestyle,68.0,2.0,2023-10-14,10:33:00,Ewallet,8.0,0.48,136.0,65.28,14,10,2023
2446,WALM009,Plano,Fashion accessories,31.0,2.0,2021-07-26,12:39:00,Ewallet,5.0,0.48,62.0,29.759999999999998,26,7,2021
2447,WALM057,Euless,Home and lifestyle,38.0,1.0,2021-10-10,11:41:00,Ewallet,4.0,0.33,38.0,12.540000000000001,10,10,2021
2448,WALM027,Abilene,Fashion accessories,77.0,3.0,2023-05-13,12:08:00,Ewallet,4.0,0.48,231.0,110.88,13,5,2023
2449,WALM021,McAllen,Home and lifestyle,27.0,3.0,2023-03-02,8:29:00,Ewallet,9.0,0.48,81.0,38.879999999999995,2,3,2023
2450,WALM013,Irving,Fashion accessories,72.0,2.0,2022-02-19,8:43:00,Ewallet,4.0,0.48,144.0,69.12,19,2,2022
2451,WALM097,Alice,Home and lifestyle,39.0,2.0,2021-08-04,20:44:00,Ewallet,6.0,0.18,78.0,14.04,4,8,2021
2452,WALM013,Irving,Fashion accessories,68.0,1.0,2020-07-27,22:20:00,Ewallet,8.0,0.48,68.0,32.64,27,7,2020
2453,WALM041,Mission,Home and lifestyle,30.0,2.0,2020-09-28,12:13:00,Ewallet,6.0,0.48,60.0,28.799999999999997,28,9,2020
2454,WALM009,Plano,Fashion accessories,83.0,2.0,2023-07-20,13:39:00,Ewallet,4.0,0.48,166.0,79.67999999999999,20,7,2023
2455,WALM078,Del Rio,Home and lifestyle,17.0,1.0,2020-10-15,8:55:00,Ewallet,5.0,0.33,17.0,5.61,15,10,2020
2456,WALM088,Cleburne,Fashion accessories,80.0,1.0,2020-10-13,17:10:00,Ewallet,9.0,0.33,80.0,26.400000000000002,13,10,2020
2457,WALM049,North Richland Hills,Home and lifestyle,35.0,1.0,2022-08-04,15:39:00,Ewallet,4.0,0.48,35.0,16.8,4,8,2022
2458,WALM016,Brownsville,Fashion accessories,17.0,2.0,2021-10-17,18:30:00,Ewallet,8.0,0.48,34.0,16.32,17,10,2021
2459,WALM049,North Richland Hills,Home and lifestyle,46.0,1.0,2023-07-16,20:29:00,Ewallet,6.0,0.48,46.0,22.08,16,7,2023
2460,WALM068,Burleson,Fashion accessories,46.0,2.0,2020-01-13,22:58:00,Ewallet,7.0,0.33,92.0,30.360000000000003,13,1,2020
2461,WALM034,College Station,Home and lifestyle,71.0,1.0,2021-07-28,22:28:00,Ewallet,7.0,0.48,71.0,34.08,28,7,2021
2462,WALM094,Alamo,Fashion accessories,29.0,2.0,2022-09-07,18:51:00,Ewallet,6.0,0.33,58.0,19.14,7,9,2022
2463,WALM011,Lubbock,Home and lifestyle,59.0,3.0,2020-11-29,20:23:00,Ewallet,4.0,0.48,177.0,84.96,29,11,2020
2464,WALM076,Huntsville,Fashion accessories,36.0,1.0,2020-10-06,7:13:00,Ewallet,9.0,0.33,36.0,11.88,6,10,2020
2465,WALM009,Plano,Home and lifestyle,63.0,2.0,2022-02-09,21:54:00,Ewallet,4.0,0.48,126.0,60.48,9,2,2022
2466,WALM009,Plano,Fashion accessories,78.0,2.0,2022-02-02,13:15:00,Ewallet,4.0,0.48,156.0,74.88,2,2,2022
2467,WALM098,Mineral Wells,Home and lifestyle,44.0,2.0,2020-07-27,14:21:00,Ewallet,9.0,0.18,88.0,15.84,27,7,2020
2468,WALM017,McKinney,Fashion accessories,74.0,1.0,2023-03-19,16:10:00,Ewallet,6.0,0.48,74.0,35.519999999999996,19,3,2023
2469,WALM019,Pasadena,Home and lifestyle,70.0,1.0,2021-05-30,6:34:00,Ewallet,5.0,0.48,70.0,33.6,30,5,2021
2470,WALM063,Georgetown,Fashion accessories,36.0,1.0,2022-04-20,13:14:00,Ewallet,5.0,0.33,36.0,11.88,20,4,2022
2471,WALM007,Arlington,Home and lifestyle,84.0,1.0,2022-06-21,17:06:00,Ewallet,8.0,0.48,84.0,40.32,21,6,2022
2472,WALM062,Galveston,Fashion accessories,75.0,3.0,2020-03-24,22:16:00,Ewallet,5.0,0.33,225.0,74.25,24,3,2020
2473,WALM070,Hurst,Home and lifestyle,20.0,1.0,2021-04-29,14:02:00,Ewallet,4.0,0.33,20.0,6.6000000000000005,29,4,2021
2474,WALM037,League City,Fashion accessories,51.0,1.0,2022-09-12,13:03:00,Ewallet,6.0,0.48,51.0,24.48,12,9,2022
2475,WALM001,Houston,Home and lifestyle,84.0,3.0,2023-11-14,22:26:00,Ewallet,8.0,0.36,252.0,90.72,14,11,2023
2476,WALM047,Flower Mound,Fashion accessories,25.0,2.0,2022-02-02,6:14:00,Ewallet,9.0,0.48,50.0,24.0,2,2,2022
2477,WALM090,Brownwood,Home and lifestyle,31.0,2.0,2020-09-29,13:27:00,Ewallet,6.0,0.33,62.0,20.46,29,9,2020
2478,WALM093,Angleton,Fashion accessories,74.0,1.0,2021-01-24,16:09:00,Ewallet,7.0,0.33,74.0,24.42,24,1,2021
2479,WALM015,Grand Prairie,Home and lifestyle,50.0,1.0,2020-04-02,11:18:00,Ewallet,7.0,0.48,50.0,24.0,2,4,2020
2480,WALM100,Canyon,Fashion accessories,66.0,2.0,2023-02-12,11:47:00,Ewallet,6.0,0.18,132.0,23.759999999999998,12,2,2023
2481,WALM004,Austin,Home and lifestyle,36.0,2.0,2022-04-29,15:30:00,Ewallet,9.0,0.48,72.0,34.56,29,4,2022
2482,WALM064,Bedford,Fashion accessories,27.0,1.0,2022-03-19,12:10:00,Ewallet,7.0,0.33,27.0,8.91,19,3,2022
2483,WALM002,Dallas,Home and lifestyle,60.0,1.0,2023-02-03,21:28:00,Ewallet,6.0,0.36,60.0,21.599999999999998,3,2,2023
2484,WALM010,Laredo,Fashion accessories,78.0,3.0,2020-05-30,12:20:00,Ewallet,8.0,0.48,234.0,112.32,30,5,2020
2485,WALM088,Cleburne,Home and lifestyle,27.0,3.0,2020-11-21,11:17:00,Ewallet,7.0,0.33,81.0,26.73,21,11,2020
2486,WALM019,Pasadena,Fashion accessories,71.0,2.0,2021-03-04,8:05:00,Ewallet,4.0,0.48,142.0,68.16,4,3,2021
2487,WALM010,Laredo,Home and lifestyle,65.0,3.0,2023-07-19,20:38:00,Ewallet,5.0,0.48,195.0,93.6,19,7,2023
2488,WALM042,Bryan,Fashion accessories,47.0,1.0,2023-07-25,14:01:00,Ewallet,4.0,0.48,47.0,22.56,25,7,2023
2489,WALM037,League City,Home and lifestyle,16.0,2.0,2020-04-25,7:12:00,Ewallet,4.0,0.48,32.0,15.36,25,4,2020
2490,WALM068,Burleson,Fashion accessories,65.0,3.0,2023-07-30,8:25:00,Ewallet,9.0,0.33,195.0,64.35000000000001,30,7,2023
2491,WALM012,Garland,Home and lifestyle,48.0,2.0,2021-05-08,20:27:00,Ewallet,7.0,0.48,96.0,46.08,8,5,2021
2492,WALM034,College Station,Fashion accessories,16.0,2.0,2021-01-06,19:05:00,Ewallet,6.0,0.48,32.0,15.36,6,1,2021
2493,WALM019,Pasadena,Home and lifestyle,23.0,3.0,2023-10-16,12:36:00,Ewallet,9.0,0.48,69.0,33.12,16,10,2023
2494,WALM024,Carrollton,Fashion accessories,77.0,3.0,2020-11-17,8:26:00,Ewallet,5.0,0.48,231.0,110.88,17,11,2020
2495,WALM051,New Braunfels,Home and lifestyle,60.0,2.0,2023-03-02,8:00:00,Ewallet,7.0,0.48,120.0,57.599999999999994,2,3,2023
2496,WALM018,Frisco,Fashion accessories,25.0,3.0,2023-03-05,7:36:00,Ewallet,7.0,0.48,75.0,36.0,5,3,2023
2497,WALM061,Cedar Park,Home and lifestyle,75.0,3.0,2021-07-31,15:03:00,Ewallet,9.0,0.33,225.0,74.25,31,7,2021
2498,WALM044,Pharr,Fashion accessories,80.0,2.0,2021-12-26,16:16:00,Ewallet,4.0,0.48,160.0,76.8,26,12,2021
2499,WALM011,Lubbock,Home and lifestyle,73.0,3.0,2023-11-28,13:07:00,Ewallet,4.0,0.48,219.0,105.11999999999999,28,11,2023
2500,WALM024,Carrollton,Fashion accessories,39.0,2.0,2022-01-05,7:43:00,Ewallet,7.0,0.48,78.0,37.44,5,1,2022
2501,WALM058,Port Arthur,Home and lifestyle,71.0,1.0,2022-09-02,9:23:00,Ewallet,5.0,0.33,71.0,23.43,2,9,2022
2502,WALM044,Pharr,Fashion accessories,69.0,3.0,2021-02-28,15:54:00,Ewallet,9.0,0.48,207.0,99.36,28,2,2021
2503,WALM081,Friendswood,Home and lifestyle,83.0,2.0,2020-02-12,21:30:00,Ewallet,5.0,0.33,166.0,54.78,12,2,2020
2504,WALM034,College Station,Fashion accessories,31.0,3.0,2020-06-18,15:03:00,Ewallet,8.0,0.48,93.0,44.64,18,6,2020
2505,WALM040,Edinburg,Home and lifestyle,82.0,1.0,2023-07-05,9:52:00,Ewallet,8.0,0.48,82.0,39.36,5,7,2023
2506,WALM072,Lancaster,Fashion accessories,66.0,2.0,2020-09-06,11:10:00,Ewallet,4.0,0.33,132.0,43.56,6,9,2020
2507,WALM024,Carrollton,Home and lifestyle,17.0,1.0,2021-03-10,16:05:00,Ewallet,9.0,0.48,17.0,8.16,10,3,2021
2508,WALM004,Austin,Fashion accessories,77.0,2.0,2020-06-21,12:16:00,Ewallet,6.0,0.48,154.0,73.92,21,6,2020
2509,WALM024,Carrollton,Home and lifestyle,27.0,3.0,2023-07-16,11:38:00,Ewallet,6.0,0.48,81.0,38.879999999999995,16,7,2023
2510,WALM030,Richardson,Fashion accessories,42.0,3.0,2020-04-22,17:24:00,Ewallet,4.0,0.48,126.0,60.48,22,4,2020
2511,WALM063,Georgetown,Home and lifestyle,75.0,1.0,2021-12-25,6:37:00,Ewallet,9.0,0.33,75.0,24.75,25,12,2021
2512,WALM067,Haltom City,Fashion accessories,66.0,2.0,2021-02-17,9:45:00,Ewallet,4.0,0.33,132.0,43.56,17,2,2021
2513,WALM094,Alamo,Home and lifestyle,64.0,1.0,2020-11-18,17:55:00,Ewallet,8.0,0.33,64.0,21.12,18,11,2020
2514,WALM100,Canyon,Fashion accessories,79.0,2.0,2020-11-05,12:44:00,Ewallet,7.0,0.18,158.0,28.439999999999998,5,11,2020
2515,WALM069,Rockwall,Home and lifestyle,81.0,2.0,2020-03-08,8:45:00,Ewallet,4.0,0.33,162.0,53.46,8,3,2020
2516,WALM015,Grand Prairie,Fashion accessories,20.0,3.0,2023-02-13,16:45:00,Ewallet,6.0,0.48,60.0,28.799999999999997,13,2,2023
2517,WALM012,Garland,Home and lifestyle,81.0,1.0,2020-07-26,20:02:00,Ewallet,4.0,0.48,81.0,38.879999999999995,26,7,2020
2518,WALM092,Lake Jackson,Fashion accessories,29.0,1.0,2021-06-06,12:12:00,Ewallet,4.0,0.33,29.0,9.57,6,6,2021
2519,WALM005,Fort Worth,Home and lifestyle,77.0,3.0,2020-10-28,8:33:00,Ewallet,7.0,0.48,231.0,110.88,28,10,2020
2520,WALM023,Midland,Fashion accessories,61.0,1.0,2022-01-03,7:21:00,Ewallet,8.0,0.48,61.0,29.279999999999998,3,1,2022
2521,WALM006,El Paso,Home and lifestyle,64.0,1.0,2021-01-04,15:42:00,Ewallet,9.0,0.48,64.0,30.72,4,1,2021
2522,WALM080,Nacogdoches,Fashion accessories,72.0,1.0,2023-01-19,10:18:00,Ewallet,5.0,0.33,72.0,23.76,19,1,2023
2523,WALM001,Houston,Home and lifestyle,49.0,1.0,2021-04-24,9:47:00,Ewallet,9.0,0.36,49.0,17.64,24,4,2021
2524,WALM083,Farmers Branch,Fashion accessories,54.0,2.0,2021-05-11,22:09:00,Ewallet,4.0,0.33,108.0,35.64,11,5,2021
2525,WALM097,Alice,Home and lifestyle,39.0,2.0,2020-08-15,12:19:00,Ewallet,8.0,0.18,78.0,14.04,15,8,2020
2526,WALM026,Denton,Fashion accessories,55.0,3.0,2021-09-28,12:18:00,Ewallet,9.0,0.48,165.0,79.2,28,9,2021
2527,WALM019,Pasadena,Home and lifestyle,27.0,3.0,2022-08-21,14:34:00,Ewallet,4.0,0.48,81.0,38.879999999999995,21,8,2022
2528,WALM042,Bryan,Fashion accessories,77.0,2.0,2020-07-01,21:57:00,Ewallet,9.0,0.48,154.0,73.92,1,7,2020
2529,WALM061,Cedar Park,Home and lifestyle,71.0,2.0,2023-02-03,9:50:00,Ewallet,9.0,0.33,142.0,46.86,3,2,2023
2530,WALM059,Pflugerville,Fashion accessories,39.0,3.0,2021-01-13,20:15:00,Ewallet,8.0,0.33,117.0,38.61,13,1,2021
2531,WALM047,Flower Mound,Home and lifestyle,31.0,1.0,2020-01-09,7:53:00,Ewallet,5.0,0.48,31.0,14.879999999999999,9,1,2020
2532,WALM092,Lake Jackson,Fashion accessories,74.0,1.0,2023-03-28,12:45:00,Ewallet,9.0,0.33,74.0,24.42,28,3,2023
2533,WALM064,Bedford,Home and lifestyle,44.0,1.0,2023-05-28,17:46:00,Ewallet,8.0,0.33,44.0,14.520000000000001,28,5,2023
2534,WALM098,Mineral Wells,Fashion accessories,58.0,2.0,2023-12-03,14:19:00,Ewallet,4.0,0.18,116.0,20.88,3,12,2023
2535,WALM080,Nacogdoches,Home and lifestyle,50.0,1.0,2023-04-15,11:42:00,Ewallet,6.0,0.33,50.0,16.5,15,4,2023
2536,WALM078,Del Rio,Fashion accessories,50.0,2.0,2020-09-14,12:33:00,Ewallet,5.0,0.33,100.0,33.0,14,9,2020
2537,WALM045,Missouri City,Home and lifestyle,30.0,1.0,2022-11-21,17:46:00,Credit card,9.0,0.48,30.0,14.399999999999999,21,11,2022
2538,WALM088,Cleburne,Fashion accessories,73.0,3.0,2021-03-18,17:55:00,Ewallet,6.0,0.33,219.0,72.27000000000001,18,3,2021
2539,WALM042,Bryan,Home and lifestyle,81.0,3.0,2023-08-21,6:45:00,Ewallet,5.0,0.48,243.0,116.64,21,8,2023
2540,WALM043,Baytown,Fashion accessories,61.0,1.0,2022-11-15,15:41:00,Ewallet,7.0,0.48,61.0,29.279999999999998,15,11,2022
